Js=https://clonglii.serv00.net/user_data/youtube021.js?t=1726963410000
Decoder=3
Aspect=3

【新聞】,#genre#
(越)倪珍(ai)24小時播新聞Ⓨ,https://m.youtube.com/@NOWnews-sp2di/streams/1$logo=https://yt3.googleusercontent.com/0Abo7r7ZkGvP79sxvrLSmJhI8KbnlgGzCsCUFOjc2G66Pm1YE4mCF39C91I6PtjOkUMxjtgx=s160-c-k-c0x00ffffff-no-rj
東森財經新聞Ⓨ,https://m.youtube.com/@57ETFN/streams/2$logo=https://yt3.googleusercontent.com/ytc/AIdro_kxT0OP6l7H5dzJ54X4mgRpJUvl7miRrph58-ffpLJRIg=s160-c-k-c0x00ffffff-no-rj
東森財經股市Ⓨ,https://m.youtube.com/@57ETFN/streams/1$logo=https://yt3.googleusercontent.com/ytc/AIdro_kxT0OP6l7H5dzJ54X4mgRpJUvl7miRrph58-ffpLJRIg=s160-c-k-c0x00ffffff-no-rj
非凡電視Ⓨ,https://www.youtube.com/watch?v=QlJJEwMYzEc$logo=https://yt3.googleusercontent.com/ytc/AIdro_nUGXeJDmjctYyHCu8VGNayP5Re1EvyXnnPEdFjbhzuP7w=s176-c-k-c0x00ffffff-no-rj
投資看非凡Ⓨ,https://m.youtube.com/@ustv/streams/1$logo=https://yt3.googleusercontent.com/ytc/AIdro_nBuQiFeXA8NXKDpmvQtOYUY04OrGsw_Qyai5r94IhUZQ=s160-c-k-c0x00ffffff-no-rj
投資看非凡Ⓨ,https://m.youtube.com/@ustvbiz/streams/1$logo=https://yt3.googleusercontent.com/ytc/AIdro_nBuQiFeXA8NXKDpmvQtOYUY04OrGsw_Qyai5r94IhUZQ=s160-c-k-c0x00ffffff-no-rj
投資看非凡Ⓨ,https://m.youtube.com/@投資看非凡/streams/1$logo=https://yt3.googleusercontent.com/ytc/AIdro_nBuQiFeXA8NXKDpmvQtOYUY04OrGsw_Qyai5r94IhUZQ=s160-c-k-c0x00ffffff-no-rj
EF運通Ⓨ,https://m.youtube.com/@EFTV01/streams/1$logo=https://yt3.googleusercontent.com/ytc/AIdro_kqdVva9ECLptTMs-WXWO7a5vO0NKVwPqkkBWAGxKY4FmQ=s160-c-k-c0x00ffffff-no-rj
寰宇財經台Ⓨ,https://m.youtube.com/@globlemoney/streams/1$logo=https://yt3.googleusercontent.com/mkDM23V4bLxqsPxDG9G2QBMScjYVSo2NjRuTNGFKu1LeePzoDjHAWWevGPAwQ4xDvIPeZNmMSQ=s160-c-k-c0x00ffffff-no-rj
全球財經台Ⓨ,https://m.youtube.com/@user-ro8bu3to2t/streams/1$logo=https://yt3.googleusercontent.com/ytc/AIdro_mgvhZTejQ79MhjhgUxQjL7beyyuCcMnYpJDmvcfhnyUQ=s176-c-k-c0x00ffffff-no-rj
